Category,Name,Alt_Name,Description,Can_Own,Min_Status_Name,Max_Status_Name,Min_Status_Level,Max_Status_Level
Craftmanship,Printer,,"a person who applies pressure to an inked surface resting upon a print medium (such as paper or cloth), thereby transferring the ink to manufacture a text.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Restorer,,repairs or renovates a work of art so as to return it to its original condition.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Ropemaker,,braids rope.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Rugmaker,,"makes and repairs rugs by braiding, hooking, weaving, etc.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Saddler,,makes and repairs saddlery.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Tailor,Seamstress,"makes, alters, repairs, as well as occasionally designing garments.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Soaper,,"makes soap from accumulated mutton fat, wood ash, and natural soda.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Tanner,,treats the skins and hides of animals to produce leather.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Taxidermist,,"prepares, stuffs, and mounts the skins of animals.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Tinker,,travels from place to place mending utensils.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Toymaker,,makes and repairs toys.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Watchmaker,,makes and repairs watches and clocks.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Weaponsmith,,specializes in making and repairing weapons.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Weaver,,makes fabric by weaving fiber together.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Wheelwright,,makes and repairs wooden wheels.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Craftmanship,Whittler,,fashions wood into various shapes.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Crime,Assassin,,"murders through stealth for reasons pertaining to money, politics, or religion.",0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Bandit,,a robber or outlaw belonging to a gang and typically operating in an isolated or lawless area.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Burglar,,illegally enters buildings and steals things.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Charlatan,,tricks people by gaining their trust and persuading them to believe something that is not true in order to benefit from the encounter.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Cockfighter,,"engages in arena matches in which animals or monsters are pitted against one another, typically to the death.",0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Crime Boss,,controls and supervises a criminal organization.,1,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",8,8
Crime,Cutpurse,,a pickpocket or thief.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Drug Dealer,,dealer of illegal substances.,1,"Master craftsman, Artisan, Miller, Scout","Master craftsman, Artisan, Miller, Scout",6,6
Crime,Drug Lord,,controls a network of persons involved in the illegal drugs trade and transactions.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Extortioner,,extorts money from someone by threatening to expose embarrassing information about them.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Fence,,deals in stolen goods.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Forger,,produces fraudulent copies or imitations.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Fugitive,,"a person who has escaped from a place or is in hiding, especially to avoid arrest or persecution.",0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Highwayman,,robs travelers on a road.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Kidnapper,,"abducts people and holds them captive, typically to obtain a ransom.",0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Loan Shark,,"charges extremely high rates of interest for moneylending, typically under illegal conditions.",1,"Guild apprentice, Journeyman, Militia member","Guild apprentice, Journeyman, Militia member",5,5
Crime,Pirate,,attacks and robs ships at sea.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Poacher,,hunts illegal game.,0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Poisoner,,makes poisons to harm or kill.,1,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Raider,,"makes sudden, unprompted attacks against defenseless or near-defenseless settlements.",0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Smuggler,,"manages the import or export of goods secretly, in violation of the law, especially without payment of legal duty.",0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Crime,Thief,,"steals people’s property, especially by stealth and without using force or violence.",0,"Thrall, Bond Servant","Thrall, Bond Servant",1,1
Government_Law,Affeeror,,determines the values of fines and amercements.,0,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Government_Law,Agister,,affords pasture to the livestock of others for a price.,0,"Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",7,8
Government_Law,Alderman,,a civic dignitary in the local council ranked below the mayor.,0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",8,8
Government_Law,Alienist,,assesses the competence of a defendant in a court of law.,0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",8,8
Government_Law,Aristocrat,,a person belonging to a class with high social or political status.,0,"Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",11,11
Government_Law,Assay Master,,oversees the testing of currency.,0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",8,11
Government_Law,Baron,Baroness,a member of the lowest order of the British nobility.,0,"Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",17,18
Government_Law,Chancellor,,a senior state or legal official.,0,"Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government","Noble Heir, Castle Commander, Master of Spies, Herald",12,13
Government_Law,Chief,,leads or rules a people or clan.,0,"Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",10,10
Government_Law,Conservationist,,advocates for the protection and preservation of the environment and wildlife.,0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",8,10
Government_Law,Count,Countess,a nobleperson ranking above a viscount and below a marquess.,0,"Prince, Princess, Count, Commander of Knightly Order,","Prince, Princess, Count, Commander of Knightly Order,",21,25
Government_Law,Courtier,,attends court as a companion or adviser to the king or queen.,0,"Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",10,10
Government_Law,Diplomat,,an official representing a country abroad.,0,"Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",17,17
Government_Law,Duke,Duchess,rules over a duchy and is of the highest rank below the monarch.,0,"Duke, Duchess, Royal Heir, Supreme Swordsman","Duke, Duchess, Royal Heir, Supreme Swordsman",28,30
Government_Law,Emperor,Empress,the supreme sovereign ruler of an extensive group of states or countries under a single authority.,0,"Emperor, Empress","Emperor, Empress",51,60
Government_Law,Judge,,decides cases in a court of law.,0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",8,10
Government_Law,King,Queen,the ruler of an independent state and its people.,0,"King, Queen","King, Queen",41,50
Government_Law,Knight,,serves his or her sovereign after being bestowed a rank of royal honor.,0,"Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",11,12
Government_Law,Lady-in-Waiting,,"attends a queen, princess, or other high-ranking feminine nobleperson.",0,"Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",11,12
Government_Law,Lawyer,,"practices or studies law, typically an attorney or a counselor.",1,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",8,10
Government_Law,Marquess,Marchioness,a nobleperson ranking above a count and below a duke.,0,"Duke, Duchess, Royal Heir, Supreme Swordsman","Duke, Duchess, Royal Heir, Supreme Swordsman",26,27
Government_Law,Master-of-Coin,Madame-of-Coin,"supervises the royal treasury, advises the monarch on financial matters, and is responsible for raising money through taxation.",0,"Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",11,11
Government_Law,Master-of-the-Revels,Madame-of-the-Revels,responsible for overseeing royal festivities.,0,"Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",10,10
Government_Law,Minister,,assists with the administration of business.,0,"Lord or Lady, Merchant Prince, Noble, General, Admiral, High Government","Lord or Lady, Merchant Prince, Noble, General, Admiral, High Government",14,14
Government_Law,Noble,,a person belonging to a class with high social or political status.,0,"Lord or Lady, Merchant Prince, Noble, General, Admiral, High Government","Lord or Lady, Merchant Prince, Noble, General, Admiral, High Government",14,16
Government_Law,Notary,,"performs certain legal formalities, especially to draw up or certify contracts, deeds, and other documents for use in other jurisdictions.",0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",8,8
Government_Law,Spokesman,Spokeswoman,makes statements on behalf of a group or individual nobleperson.,0,"Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",10,10
Government_Law,Page,,a young attendant to a person of noble rank.,0,"Master merchant, Councilor, Paladin, Cleric","Master merchant, Councilor, Paladin, Cleric",9,9
Government_Law,Prince,Princess,the direct descendant of a monarch.,0,"Prince, Princess, Count, Commander of Knightly Order,","Prince, Princess, Count, Commander of Knightly Order,",21,25
Government_Law,Senator,,partakes in governmental decision-making after being elected.,0,"Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",11,12
Government_Law,Sheriff,,"the chief executive officer in a county, having various administrative and judicial functions.",0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",8,10
Government_Law,Spymaster,,"directs a network of subordinate espionage agents for a state, kingdom, or empire.",0,"Noble Heir, Castle Commander, Master of Spies, Herald","Noble Heir, Castle Commander, Master of Spies, Herald",13,14
Government_Law,Steward,,supervises both the estate and household of his lord or lady while they are away.,0,"Master merchant, Councilor, Paladin, Cleric","Master merchant, Councilor, Paladin, Cleric",9,9
Government_Law,Squire,,acts as an attendant to a knight before attempting to become a knight themselves.,0,"Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government","Ship or Army Captain, Mayor, Clan Chieftain, Caravan master, Middle Government",10,10
Government_Law,Tax Collector,,"collects unpaid taxes from people, guilds, or businesses.",0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",8,8
Government_Law,Viscount,Viscountess,a nobleperson ranking above a baron and below a count.,0,"Provincial Governor, Keeper of Treasury","Provincial Governor, Keeper of Treasury",19,20
Government_Law,Ward,,a member of a noble house who has been taken in by another noble family to be raised for a time.,0,"Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",11,12
Hospitality_CommonLabor,Acater,,provides and prepares foodstuffs or delicacies for events such as festivals.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Hospitality_CommonLabor,Tunner,,fills casks in a brewery or winery.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Baker,,bakes bread and cakes.,1,"Guild apprentice, Journeyman, Militia member","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",5,8
Hospitality_CommonLabor,Barber,,cuts hair and shaves or trims beards.,1,"Guild apprentice, Journeyman, Militia member","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",5,8
Hospitality_CommonLabor,Barkeep,,works and serves drinks in a bar.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Barboy,Barmaid,serves drinks and food in a bar as well as engaging with customers.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Butcher,,cuts up and sells meat.,1,"Commoner, Adventurer, Sailor, Guard, Entertainer","Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government",4,8
Hospitality_CommonLabor,Butler,,the chief servant of a household.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Master craftsman, Artisan, Miller, Scout",4,6
Hospitality_CommonLabor,Caregiver,,"looks after a sick, elderly, or disabled person.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Charcoal Maker,,manufactures charcoal by carbonizing wood in a kiln.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Chatelaine,Majordomo,a person in charge of a large household.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Chimney Sweeper,,"a small person, typically a child, who ascends chimneys to clean them.",0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Clerk,,undertakes routine administrative duties in a business or bank.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Cook,,prepares food for eating.,0,"Guild apprentice, Journeyman, Militia member","Master craftsman, Artisan, Miller, Scout",5,6
Hospitality_CommonLabor,Copyist,,makes copies of handwritten documents or music.,0,"Guild apprentice, Journeyman, Militia member","Master craftsman, Artisan, Miller, Scout",5,6
Hospitality_CommonLabor,Croupier,,runs a gaming table by gathering in and paying out money or tokens.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Exterminator,,exterminates unwanted rodents and insects.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Hospitality_CommonLabor,Food Taster,,ingests food that was prepared for someone else to confirm it is safe to eat.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Hospitality_CommonLabor,Gardener,,tends and cultivates a garden.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Hospitality_CommonLabor,Gongfarmer,,digs out and removes excrement from privies and cesspits.,1,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Gravedigger,,digs graves for the purposes of a funeral ceremony.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Groundskeeper,,"maintains an athletic field, a park, or the grounds of a graveyard or other institution.",0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Kitchen Drudge,,performs menial work in a kitchen.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Knacker,,disposes of dead or unwanted animals.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Lamplighter,,lights street or road lights at dusk.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Laundry Worker,,"a laborer who takes part in the washing, drying, and ironing of clothes and other fabric items.",0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Lector,,reads to others while they work for entertainment.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Longshoreman,,loads and unloads ships in a port.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Maid,,a domestic servant of a household.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Nanny,,a servant employed to look after a young child or children.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Operator,,"a laborer who operates equipment, typically in construction.",0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Pastry Chef,,"makes desserts, especially cakes and pastries.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Hospitality_CommonLabor,Plumber,,installs and repairs the fittings of water supply and sanitation.,1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Hospitality_CommonLabor,Porter,,carries luggage and other loads.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Prostitute,,engages in sexual activity for payment.,0,"Serf, Kobold, Goblin, Bandit","Serf, Kobold, Goblin, Bandit",2,2
Hospitality_CommonLabor,Quarryman,Quarrywoman,quarries stone.,1,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Servant,,"performs duties for others, especially a person employed in a house or as a personal attendant.",0,"Peasant, Farmer, Laborer","Peasant, Farmer, Laborer",3,3
Hospitality_CommonLabor,Stagehand,,moves scenery or props before or during the performance of a theatrical production.,0,"Peasant, Farmer, Laborer","Peasant, Farmer, Laborer",3,3
Hospitality_CommonLabor,Street Cleaner,,cleans streets and alleyways after dark.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Talent Scout,,searches for talented individuals who can be employed or promoted.,0,"Guild apprentice, Journeyman, Militia member","Master craftsman, Artisan, Miller, Scout",5,6
Hospitality_CommonLabor,Trainer,,"trains someone in a particular skill, usually physical, for money.",1,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Hospitality_CommonLabor,Water Bearer,,"brings water from rivers, wells, and lakes back to their settlement.",0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Hospitality_CommonLabor,Wet Nurse,,a woman employed to suckle another woman’s child.,0,"Peasant, Farmer, Laborer","Commoner, Adventurer, Sailor, Guard, Entertainer",3,4
Magical_Arts,Abjurer,,a mage focused in protective spells.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Alchemist,,transforms or creates something within nature through (usually) ritualist magic.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Archmage,,an extremely powerful mage.,0,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Artificer,,unlocks magic in everyday objects as well as being an inventor.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Bard,,uses their artistic talents to induce magical effects.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Conjuror,,conjures spirits or familiars.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Druid,,"a mage attuned to the magical forces of nature, able to shapeshift, call on the elements, communicate with flora and fauna, etc.",1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Elementalist,,manipulates nature’s elements to their will.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Enchanter,Enchantress,uses sorcery to put someone or something under a spell.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Evoker,,manipulates energy or taps into an unseen source of power in order to produce a desired kinetic end.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Healer,,able to cure a disease or injury using magic.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Hearth Wizard,Hearth Witch,incorporates spells and enchantments in cooking.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Illusionist,,performs tricks and spells that deceive the senses.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Mage,,a magic-user.,0,"Guild apprentice, Journeyman, Militia member","Master merchant, Councilor, Paladin, Cleric",5,9
Magical_Arts,Medium,,"uses extrasensory perception, magic, or divine powers to identify information hidden from the normal senses.",1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Meteorologist,,forecasts and manipulates weather.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Necromancer,,communicates with and conjures the spirits of the dead.,1,"Serf, Kobold, Goblin, Bandit","King, Queen",2,50
Magical_Arts,Ritualist,,practices or advocates the observance of ritual (formula intended to trigger a magical effect on a person or objects).,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Runecaster,,uses special alphabets to create runes (symbols possessing magical effects capable of being used multiple times).,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Sage,,a wise and experienced magic-user.,0,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",8,12
Magical_Arts,Seer,Oracle,able to see what the future holds through supernatural insight.,1,"Guild leader, Bishop, Bandit King, Ranger, Corsair, Low Government","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",8,12
Magical_Arts,Shaman,,accesses and influences the world of good and evil spirits.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Shapeshifter,,a person with the ability to change their physical form.,1,"Guild apprentice, Journeyman, Militia member","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",5,12
Magical_Arts,Sorcerer,Sorceress,derives their magical abilities innately rather than through study.,1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Summoner,,"a mage able to summon forth magical beasts, creatures, and monsters.",1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Transmuter,,"alters matter in form, appearance, or nature.",1,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Warlock,,a mage who has gained their abilities by forming a pact with an otherworldly being.,0,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Witchdoctor,,"a tribal mage with powers of healing, divination, and protection against the magic of others.",0,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Witch,,"a woman who has supernatural powers and practices sorcery, typically in solitude.",0,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Wizard,,derives their magical abilities through study.,0,"Guild apprentice, Journeyman, Militia member","Baron, Earl, Margrave, Magnate, Master Duelist, Wizard, Ambassador",5,18
Magical_Arts,Wordsmith,,draws their power from language and casts by dictation.,0,"Guild apprentice, Journeyman, Militia member","Kight or Petty Noble, Cult Leader, Court Jester, Senator, Upper Government",5,12
Military_Security,Admiral,,commands a fleet or naval squadron.,0,"Lord or Lady, Merchant Prince, Noble, General, Admiral, High Government","Lord or Lady, Merchant Prince, Noble, General, Admiral, High Government",14,16
Military_Security,Archer,,"in long-range weapons, such as the bow, crossbow, sling, etc. to inflict damage from afar.",0,"Guild apprentice, Journeyman, Militia member","Merchant, Soldier, Watchman, Archer, Business Owner, Renowed Entertainer",5,7
Military_Security,Bailiff,,looks after prisoners.,0,"Commoner, Adventurer, Sailor, Guard, Entertainer","Commoner, Adventurer, Sailor, Guard, Entertainer",4,4
Military_Security,Bodyguard,,"escorts and protects another person, especially a dignitary.",0,"Guild apprentice, Journeyman, Militia member","Master craftsman, Artisan, Miller, Scout",5,6
